OADB,EADB,EAWB,RH,TC,SHC,kW,airflow,SFP,BF
105,80,57,22.36175344552283,207000.0,207000.0,19.2,10000,5653.346368715083,0.45
115,80,75,79.75271186257909,186000.0,14000.0,21.1,8000,4092.5810055865923,0.14
115,80,72,68.61710395182742,182000.0,46000.0,21.1,8000,4092.5810055865923,0.16
115,80,67,51.57236381040482,204000.0,130000.0,21.6,8000,4092.5810055865923,0.17
115,80,62,36.22315701468787,185000.0,166000.0,21.5,8000,4092.5810055865923,0.2
115,80,57,22.36175344552283,178000.0,178000.0,21.4,8000,4092.5810055865923,0.38
115,80,75,79.75271186257909,237000.0,63000.0,21.7,9000,4876.089385474859,0.16
115,80,72,68.61710395182742,185000.0,51000.0,21.2,9000,4823.9944134078205,0.18
115,80,67,51.57236381040482,208000.0,140000.0,21.6,9000,4823.9944134078205,0.18
115,80,62,36.22315701468787,189000.0,175000.0,21.5,9000,4823.9944134078205,0.24
115,80,57,22.36175344552283,186000.0,186000.0,21.5,9000,4823.9944134078205,0.43
115,80,75,79.75271186257909,205000.0,31000.0,21.3,10000,5653.346368715083,0.18
115,80,72,68.61710395182742,187000.0,56000.0,21.2,10000,5653.346368715083,0.19
115,80,67,51.57236381040482,195000.0,133000.0,21.4,10000,5653.346368715083,0.19
115,80,62,36.22315701468787,195000.0,187000.0,21.5,10000,5653.346368715083,0.27
115,80,57,22.36175344552283,192000.0,192000.0,21.5,10000,5653.346368715083,0.47
75,80,75,79.75271186257909,331000.0,118000.0,18.0,5000,898.1173184357541,0.0
75,80,72,68.61710395182742,298000.0,121000.0,17.2,5000,898.1173184357541,0.01
75,80,67,51.57236381040482,284000.0,162000.0,17.2,5000,898.1173184357541,0.05
75,80,62,36.22315701468787,253000.0,183000.0,16.5,5000,858.5251396648044,0.06
75,80,57,22.36175344552283,233000.0,212000.0,16.4,5000,858.5251396648044,0.07
75,80,75,79.75271186257909,338000.0,115000.0,17.9,6250,1358.63687150838,0.0
75,80,72,68.61710395182742,321000.0,136000.0,17.6,6250,1358.63687150838,0.05
75,80,67,51.57236381040482,292000.0,170000.0,17.1,6250,1358.63687150838,0.08
75,80,62,36.22315701468787,276000.0,213000.0,17.0,6250,1316.9608938547487,0.08
75,80,57,22.36175344552283,251000.0,242000.0,16.6,6250,1316.9608938547487,0.1
75,80,75,79.75271186257909,359000.0,130000.0,18.2,7500,2056.709497206704,0.02
75,80,72,68.61710395182742,334000.0,147000.0,17.8,7500,1969.1899441340781,0.08
75,80,67,51.57236381040482,317000.0,198000.0,17.7,7500,1969.1899441340781,0.09
75,80,62,36.22315701468787,290000.0,236000.0,17.3,7500,1969.1899441340781,0.1
75,80,57,22.36175344552283,267000.0,267000.0,17.0,7500,1925.4301675977654,0.16
75,80,75,79.75271186257909,367000.0,134000.0,18.2,8750,2829.7988826815645,0.06
75,80,72,68.61710395182742,358000.0,170000.0,18.4,8750,2829.7988826815645,0.1
75,80,67,51.57236381040482,316000.0,202000.0,17.5,8750,2738.1117318435754,0.11
75,80,62,36.22315701468787,288000.0,246000.0,17.0,8750,2738.1117318435754,0.12
75,80,57,22.36175344552283,271000.0,271000.0,16.8,8750,2692.268156424581,0.24
85,80,75,79.75271186257909,314000.0,105000.0,19.9,5000,898.1173184357541,0.0
85,80,72,68.61710395182742,294000.0,120000.0,19.4,5000,898.1173184357541,0.02
85,80,67,51.57236381040482,265000.0,145000.0,18.8,5000,858.5251396648044,0.06
85,80,62,36.22315701468787,231000.0,163000.0,18.2,5000,858.5251396648044,0.06
85,80,57,22.36175344552283,222000.0,203000.0,18.4,5000,858.5251396648044,0.07
85,80,75,79.75271186257909,330000.0,111000.0,20.1,6250,1358.63687150838,0.0
85,80,72,68.61710395182742,314000.0,134000.0,19.9,6250,1358.63687150838,0.05
85,80,67,51.57236381040482,283000.0,163000.0,19.1,6250,1358.63687150838,0.08
85,80,62,36.22315701468787,261000.0,200000.0,18.9,6250,1316.9608938547487,0.08
85,80,57,22.36175344552283,229000.0,220000.0,18.1,6250,1316.9608938547487,0.12
85,80,75,79.75271186257909,332000.0,107000.0,19.9,7500,1969.1899441340781,0.03
85,80,72,68.61710395182742,315000.0,132000.0,19.6,7500,1969.1899441340781,0.08
85,80,67,51.57236381040482,288000.0,173000.0,19.2,7500,1969.1899441340781,0.09
85,80,62,36.22315701468787,274000.0,223000.0,19.2,7500,1925.4301675977654,0.1
85,80,57,22.36175344552283,252000.0,252000.0,18.8,7500,1925.4301675977654,0.18
85,80,75,79.75271186257909,356000.0,128000.0,20.7,8750,2829.7988826815645,0.07
85,80,72,68.61710395182742,337000.0,154000.0,20.3,8750,2738.1117318435754,0.1
85,80,67,51.57236381040482,305000.0,195000.0,19.5,8750,2738.1117318435754,0.11
85,80,62,36.22315701468787,272000.0,233000.0,18.9,8750,2692.268156424581,0.12
85,80,57,22.36175344552283,260000.0,260000.0,18.6,8750,2692.268156424581,0.26
95,80,75,79.75271186257909,285000.0,79000.0,21.5,5000,898.1173184357541,0.0
95,80,72,68.61710395182742,281000.0,110000.0,21.7,5000,898.1173184357541,0.02
95,80,67,51.57236381040482,255000.0,138000.0,21.2,5000,858.5251396648044,0.06
95,80,62,36.22315701468787,232000.0,166000.0,20.8,5000,858.5251396648044,0.06
95,80,57,22.36175344552283,208000.0,190000.0,20.3,5000,821.0167597765362,0.07
95,80,75,79.75271186257909,312000.0,98000.0,22.4,6250,1358.63687150838,0.01
95,80,72,68.61710395182742,297000.0,120000.0,22.0,6250,1358.63687150838,0.06
95,80,67,51.57236381040482,265000.0,149000.0,21.2,6250,1316.9608938547487,0.08
95,80,62,36.22315701468787,248000.0,189000.0,21.1,6250,1316.9608938547487,0.08
95,80,57,22.36175344552283,226000.0,218000.0,20.8,6250,1316.9608938547487,0.13
95,80,75,79.75271186257909,325000.0,105000.0,22.6,7500,1969.1899441340781,0.04
95,80,72,68.61710395182742,309000.0,129000.0,22.2,7500,1969.1899441340781,0.08
95,80,67,51.57236381040482,271000.0,159000.0,21.3,7500,1925.4301675977654,0.09
95,80,62,36.22315701468787,258000.0,211000.0,21.2,7500,1925.4301675977654,0.1
95,80,57,22.36175344552283,239000.0,239000.0,20.9,7500,1925.4301675977654,0.19
